taxon_name,total_bases,full_lineage,taxid_lineage,taxid
Human polyomavirus 6,4926,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus sextihominis;Human polyomavirus 6,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;2955746;746830,746830
STL polyomavirus,4776,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus undecihominis;STL polyomavirus,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;1891745;1277649,1277649
adeno-associated virus 2,4675,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Dependoparvovirus;Dependoparvovirus primate1;adeno-associated virus 2,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;10803;1511891;10804,10804
Caribou associated gemykrogvirus 1,4464,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus carib1;Caribou associated gemykrogvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844627;1985417,1985417
Chicken genomovirus mg4_1165,4444,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga5;Chicken genomovirus mg4_1165,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844632;2720941,2720941
Apis mellifera genomovirus 2,4436,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus apime1;Apis mellifera genomovirus 2,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844625;2563838,2563838
Chicken genomovirus mg4_1173,4432,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga3;Chicken genomovirus mg4_1173,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844630;2720942,2720942
Tusavirus 1,4424,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Protoparvovirus;Protoparvovirus incertum1;Tusavirus 1,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1506574;3052713;1560340,1560340
Chicken genomovirus mg7_78,4320,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga4;Chicken genomovirus mg7_78,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844631;2720951,2720951
Chicken genomovirus mg4_1247,4284,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga1;Chicken genomovirus mg4_1247,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844628;2720946,2720946
HCBI9.212 virus,4242,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus bovas1;Bovine associated gemykrogvirus 1;HCBI9.212 virus,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844626;1985416;1516080,1516080
Human picobirnavirus,4199,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae;Orthopicobirnavirus;Orthopicobirnavirus hominis;Human picobirnavirus,10239;2559587;2732396;2732408;2732505;2732549;585893;2948851;2956252;145856,145856
Human circovirus,4045,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;unclassified Circovirus;Human circovirus,10239;2731342;2732092;2732416;2732423;2732536;39724;39725;345249;3298505,3298505
Influenza A virus (A/Korea/426/1968(H2N2)),3745,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H2N2 subtype;Influenza A virus (A/Korea/426/1968(H2N2)),10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;2955291;11320;114729;488241,488241
Sabia virus,3366,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus brazilense;Sabia virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;3052299;2907957,2907957
Torque teno virus 20,3234,Viruses;Anelloviridae;Alphatorquevirus;Alphatorquevirus homin20;Torque teno virus 20,10239;687329;687331;3048422;687359,687359
Torque teno midi virus 5,3208,Viruses;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi5;Torque teno midi virus 5,10239;687329;687333;3048390;2065046,2065046
Torque teno midi virus 11,3198,Viruses;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi11;Torque teno midi virus 11,10239;687329;687333;3048382;2065052,2065052
Simian immunodeficiency virus,3144,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Simian immunodeficiency virus,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;11646;11723,11723
Human lung-associated vientovirus FB,3056,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Recrevirales;Redondoviridae;Torbevirus;Vientovirus;Human lung-associated vientovirus FB,10239;2731342;2732092;2732416;2732423;2732547;2732652;2732653;2732655;2571082,2571082
Memtorquevirus hominid13,2964,Viruses;Anelloviridae;Memtorquevirus;Memtorquevirus hominid13,10239;687329;3152495;3160827,3160827
Samektorquevirus hominid18,2940,Viruses;Anelloviridae;Samektorquevirus;Samektorquevirus hominid18,10239;687329;3152496;3160824,3160824
Torque teno mini virus 5,2908,Viruses;Anelloviridae;Betatorquevirus;Betatorquevirus homini5;Torque teno mini virus 5,10239;687329;687332;3048403;687373,687373
Human associated porprismacovirus,2607,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Inpeasmacovirus;Inpeasmacovirus humas1;Human associated porprismacovirus,10239;2731342;2732092;2732416;2732423;2732537;2169574;2842760;2845010;2530494,2530494
Human associated porprismacovirus 2,2529,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Porprismacovirus;Human associated porprismacovirus 2,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169663;2170114,2170114
Human associated huchismacovirus 2,2471,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 2,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169935,2169935
Human associated huchismacovirus 1,2460,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 1,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169934,2169934
Human smacovirus 1,2460,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;unclassified Huchismacovirus;Human smacovirus 1,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2498817;1595998,1595998
Human associated huchismacovirus 3,2459,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 3,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169936,2169936
Avian gyrovirus 2,2375,Viruses;Anelloviridae;Gyrovirus;Gyrovirus galga1;Avian gyrovirus 2,10239;687329;227307;2844800;1002273,1002273
Gyrovirus GyV3,2359,Viruses;Anelloviridae;Gyrovirus;Gyrovirus homsa1;Gyrovirus GyV3,10239;687329;227307;2844802;1163715,1163715
Chicken anemia virus,2316,Viruses;Anelloviridae;Gyrovirus;Gyrovirus chickenanemia;Chicken anemia virus,10239;687329;227307;3047743;12618,12618
Human associated gemyvongvirus 1,2272,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemyvongvirus;Gemyvongvirus humas1;Human associated gemyvongvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985370;2844646;1985415,1985415
Human genital-associated circular DNA virus-1,2235,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemygorvirus;Gemygorvirus sewopo1;sewage derived gemygorvirus 1;Human genital-associated circular DNA virus-1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985366;2844554;1985428;1488574,1488574
Human gemycircularvirus GeTz1,2202,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykibivirus;Gemykibivirus humas4;Human associated gemykibivirus 4;Human gemycircularvirus GeTz1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1941236;2844584;2004961;1792832,1792832
bubaline-associated gemykrogvirus,2179,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;unclassified Gemykrogvirus;bubaline-associated gemykrogvirus,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2781371;2781372,2781372
Gemykrogvirus sp.,2157,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;unclassified Gemykrogvirus;Gemykrogvirus sp.,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2781371;2809428,2809428
sewage derived gemykrogvirus 1,2115,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1;sewage derived gemykrogvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844636;1985418,1985418
Sewage-associated gemycircularvirus 4,2115,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1;sewage derived gemykrogvirus 1;Sewage-associated gemycircularvirus 4,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844636;1985418;1519399,1519399
Choclo virus,1971,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus chocloense;Choclo virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;3052474;169173,169173
Bourbon virus,1961,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Thogotovirus;Thogotovirus bourbonense;Bourbon virus,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;35323;2956523;1618189,1618189
Cyclovirus TN25,1867,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus bashri;Human associated cyclovirus 4;Cyclovirus TN25,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047962;2038722;742924,742924
Cyclovirus VN,1856,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus nhanloai;Human associated cyclovirus 8;Cyclovirus VN,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047966;2038726;1348500,1348500
Human cyclovirus VS5700009,1832,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus munthu;Human associated cyclovirus 9;Human cyclovirus VS5700009,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047967;2038727;1345637,1345637
Cyclovirus NG14,1795,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus mutum;Human associated cyclovirus 7;Cyclovirus NG14,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047965;2038725;742923,742923
Cyclovirus NG12,1794,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus mmadu;Human associated cyclovirus 6;Cyclovirus NG12,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047964;2038724;742922,742922
Human associated cyclovirus 10,1790,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus humana;Human associated cyclovirus 10,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047957;2038728,2038728
Cyclovirus PK5034,1780,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus homa;Human associated cyclovirus 5;Cyclovirus PK5034,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047963;2038723;742916,742916
Porcine circovirus 2,1767,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Circovirus porcine2;Porcine circovirus 2,10239;2731342;2732092;2732416;2732423;2732536;39724;39725;3048279;85708,85708
Cyclovirus PK5510,1759,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus maanav;Human associated cyclovirus 1;Cyclovirus PK5510,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047956;2038719;742918,742918
Cyclovirus PK5222,1740,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus manukha;Human associated cyclovirus 3;Cyclovirus PK5222,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047961;2038721;742917,742917
Indian encephalitis associated cyclovirus,1723,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus manusyan;Human associated cyclovirus 12;Indian encephalitis associated cyclovirus,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047959;2169855;1755290,1755290
Cyclovirus PK5006,1723,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus insaan;Human associated cyclovirus 2;Cyclovirus PK5006,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047960;2038720;742915,742915
Cyclovirus SL-108277,1710,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus manitan;Human associated cyclovirus 11;Cyclovirus SL-108277,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047958;1987745;1520935,1520935
Hantaanvirus CGHu3614,1700,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus hantanense;Hantaanvirus CGHu3614,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;3052480;458672,458672
Human stool-associated circular virus NG13,1699,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Circovirus eniyan;Human stool-associated circular virus NG13,10239;2731342;2732092;2732416;2732423;2732536;39724;39725;3052121;743300,743300
hepatitis D virus 2,1684,Viruses;Ribozyviria;Kolmioviridae;Deltavirus;Deltavirus japanense;hepatitis D virus 2,10239;2842242;2842321;39759;2844075;2847174,2847174
hepatitis D virus 4,1676,Viruses;Ribozyviria;Kolmioviridae;Deltavirus;Deltavirus taiwanense;hepatitis D virus 4,10239;2842242;2842321;39759;2844078;2847176,2847176
hepatitis D virus 1,1676,Viruses;Ribozyviria;Kolmioviridae;Deltavirus;Deltavirus italiense;hepatitis D virus 1,10239;2842242;2842321;39759;2844074;2847173,2847173
hepatitis D virus 3,1673,Viruses;Ribozyviria;Kolmioviridae;Deltavirus;Deltavirus peruense;hepatitis D virus 3,10239;2842242;2842321;39759;2844076;2847175,2847175
Pteropine orthoreovirus Sikamat/MYS/2010,1603,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Nelson Bay orthoreovirus;Pteropine orthoreovirus Sikamat/MYS/2010,10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;118027;1109732,1109732
Trematomus bernacchii,1527,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Notothenioidei;Nototheniidae;Trematomus;Trematomus bernacchii,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489922;8111;8205;8206;35729;40690,40690
Omsk hemorrhagic fever virus,1488,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus omskense;Omsk hemorrhagic fever virus,10239;2559587;2732396;2732406;2732462;2732545;11050;3044782;3048233;12542,12542
Human betaretrovirus,1404,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus;Mouse mammary tumor virus;Human betaretrovirus,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;140052;11757;189458,189458
Reovirus sp.,1136,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;unclassified Reovirales;Reovirus sp.,10239;2559587;2732396;2732405;2732459;2732541;2788865;10891,10891
Wyeomyia virus strain Darien,1083,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Orthobunyavirus wyeomyiae;Wyeomyia virus strain Darien,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980416;11572;3052456;1138488,1138488
Camelpox virus,992,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Camelpox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;28873,28873
Jamestown Canyon virus,989,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Orthobunyavirus jamestownense;Jamestown Canyon virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980416;11572;3052402;35511,35511
Oya virus,984,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Orthobunyavirus catqueense;Oya virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980416;11572;3052388;181003,181003
Ngari virus,961,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Orthobunyavirus bunyamweraense;Ngari virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980416;11572;3052381;273357,273357
Ingwavuma virus,957,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Orthobunyavirus ingwavumaense;Ingwavuma virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980416;11572;3052400;159145,159145
